ATC	Code
R06AX27	5182
J02AC03	5184
H01AC01	5185
B05D	5186
B05D	5187
B05D	5188
B05D	5189
B05D	5190
B05D	5191
C07AB07	5192
L01CE02	5193
R03DX05	5194
J01XD02	5195
B05CX01	5198
S01JA01	5199
J01DD04	5201
J01DD04	5202
D11AX01	5205
J01FA10	5206
J01FA10	5207
G02BA03	5208
S01LA04	5209
B03AC	5210
D03AX06	5211
C01CA03	5213
M01AB55	5216
P01AB07	5220
J01MA14	5222
N06AB05	5223
C10AA05	5224
C10AA05	5225
C10AA05	5226
C09AA04	5229
A03AA04	5233
R01AD11	5234
D10AF01	5235
C09AA04	5236
N01AB06	5237
N01AB08	5238
D07XC03	5239
S01AE06	5240
R06AA52	5241
A02BD	5243
C09CA01	5244
J01DD08	5245
N06AX16	5248
R03AK07	5250
C10AX09	5252
M05BA04	5253
A09AA02	5258
A10AB06	5262
A10AB06	5263
A10AE04	5264
C08CA01	5266
C10AA05	5267
C10AA05	5268
C10AA05	5269
J01MA12	5270
J01MA12	5271
N05AH03	5274
N06AB03	5275
J01DE01	5276
J01DE01	5277
C10AX09	5278
C09AA10	5282
C01BC03	5283
C01BC03	5284
C08DA01	5285
C08DA01	5286
N06AB06	5289
J05AB11	5291
R06AX26	5292
J05AF07	5293
B03AA07	5295
D06BB03	5298
A10BG03	5302
D03AX06	5303
N05AH02	5306
J02AC01	5309
J01MA02	5310
G02CA	5311
A04AA01	5312
C03CA01	5313
B01AE07	5314
B01AE07	5315
B01AE07	5316
B01AE07	5317
L01EX02	5319
M01AB55	5325
L01CD01	5326
L01BC01	5327
C09CA01	5329
J01FA09	5330
J01FA09	5331
G03DA04	5332
G03GA05	5334
N05AH03	5335
N06AB06	5336
A10BD02	5341
B03AA02	5342
L03AA02	5343
L03AA02	5344
A10BG03	5345
A10A	5346
R03AK06	5356
R03AK06	5357
R03AK06	5358
R03BA05	5359
R03BA05	5360
R03BA05	5361
S01BA14	5363
N03AX16	5364
N03AX16	5365
J01XA01	5366
C10AB04	5376
J02AC01	5381
J01DC02	5382
J01DD16	5383
J01CR02	5384
C01EB17	5385
C01EB17	5386
N03AX16	5387
R06AD08	5390
J07CA09	5394
C09AA05	5396
C07BB07	5397
A10BB12	5399
A10BB12	5400
A10BB12	5401
C09AA05	5404
C09AA05	5405
N05CF04	5416
N05CF04	5417
M01AX	5418
M01AX	5419
C01DX12	5420
C01DX12	5422
C03CA01	5427
C03CA01	5429
J01MA12	5432
J01MA12	5434
J01MA12	5436
J01MA01	5438
C04AD03	5439
C04AD03	5440
J05AH02	5449
M05BA04	5462
N06AB06	5464
G04CA02	5468
C09DA01	5475
N07CA01	5476
A07EC02	5478
R03AL02	5481
D10BA01	5482
D10BA01	5483
C10AA07	5484
C10AA07	5485
C10AA05	5486
C10AA05	5487
B01AC17	5489
B01AC04	5490
C02KX01	5492
C02KX01	5493
H02AB04	5497
H02AB04	5498
D06AX01	5499
D06AX01	5500
L01FE01	5502
D07XC01	5504
C07AB07	5506
C07AB07	5507
L01BA04	5513
C07FB07	5516
C07FB07	5518
R06AX27	5519
N05AX08	5520
N02AB03	5521
N05AX08	5522
N05AX08	5523
N05AX08	5524
N03AX16	5537
N03AX16	5538
B02BD08	5539
B02BD08	5540
B02BD08	5541
M05BA04	5542
B01AF01	5543
J01CR02	5545
G04CB01	5546
G04CB01	5547
N05AH03	5548
N05AH03	5549
L01FG01	5554
L01FG01	5555
L01EB02	5561
L01EB02	5562
C10AA07	5565
B05AA01	5567
C05BA53	5569
L01FA01	5573
L01FA01	5574
C09BA05	5576
C09BA05	5577
R05CB03	5580
G04BE08	5583
C08CA01	5585
C08CA01	5586
C10AA05	5587
C10AA05	5588
D01BA02	5589
J01FA10	5590
G03DA04	5593
G03GA05	5595
L04AX03	5596
L04AX03	5598
L04AX03	5599
L02AE04	5610
L02AE04	5611
G03GA02	5612
L02AE03	5613
L02BG03	5614
C09BA04	5615
C09BA04	5616
J01FA10	5617
N06AB10	5623
R01AD09	5624
R03BB04	5625
J01DH51	5626
R03BB04	5630
J01CR02	5633
G04CB01	5639
A04AA01	5644
R06AX	5647
R06AX	5648
J01DE01	5658
J01DE01	5659
N02AB03	5661
N02AB03	5662
A11CC05	5666
A12AX	5667
C09AA05	5669
C09AA05	5670
N01AB06	5671
N06AB06	5672
J07BC02	5673
L01BB05	5679
L01BC05	5680
L01BC05	5681
M03BX04	5683
N07BC01	5688
N07BC01	5689
N07BC01	5690
R06AX13	5691
A10BA02	5693
J01MA12	5694
C08CA01	5695
J01DD08	5696
J01DD08	5697
L02BB03	5704
L01XX02	5707
J01XA02	5709
N06DA03	5710
N06DA03	5711
A11DB	5712
J01DD04	5716
J01DD02	5717
J01CA04	5719
A01AD11	5724
S02DC	5725
C09BB02	5729
C09BB02	5730
J07CA02	5733
M01AE01	5734
M01AE01	5735
C04AD03	5739
H05AA02	5742
L01EA01	5754
A10BJ02	5758
J05AH02	5759
C10AA07	5761
J01DD08	5763
A11CC05	5764
L01BC06	5766
N02BE01	5768
N02BE01	5769
A10BD07	5770
A10BD07	5771
J01DC02	5774
B01AC04	5775
M05BB03	5776
L01BC05	5779
R05X	5781
J05AR10	5782
D06BB10	5783
N05AH03	5784
N05AH03	5785
M01AE01	5787
J06BA02	5788
J06BA02	5789
J06BA02	5790
M05BA07	5791
G04BD06	5792
N05AH04	5795
N05AH04	5797
L01BC05	5798
N06DX01	5801
N05AX08	5802
N04BC05	5806
N04BC05	5807
N04BC05	5808
A10BD02	5810
C10AB05	5811
C09DA07	5812
N06AB10	5823
N03AX09	5825
N03AX09	5826
N03AX09	5827
J01DC02	5828
J01MA12	5831
P01AB01	5833
L01XA03	5837
L01XA03	5838
A10AD04	5842
A10AD04	5843
A10AB04	5844
A10AD05	5846
A10BD02	5847
H01CB02	5848
H01CB02	5849
C10AB05	5856
R05CB06	5859
V01AA	5860
V01AA	5861
C10AA05	5863
L01CD02	5866
L01CD02	5867
N06AX16	5877
C05CA05	5878
R01BA52	5879
C09BB04	5880
C09BB04	5881
C09BB04	5882
C09BB04	5883
S01CA	5886
L01XA02	5888
L02BB03	5889
R03AC18	5891
M05BA08	5894
N03AX16	5896
L01EG02	5897
L04AC07	5900
L04AC07	5901
L04AC07	5902
J01CR02	5904
N02BE01	5905
L01BC05	5906
L01BC05	5907
A02BC02	5910
A02BC02	5911
R05CB01	5912
R05CB01	5913
M01AE01	5914
R01AB08	5915
J01XX01	5916
R03BA08	5924
R03BA08	5925
A10BB12	5927
A10BB12	5929
A10BB12	5930
J01MA02	5931
J01MA02	5938
N03AX09	5942
J01DC02	5944
A10BA02	5948
R03AC02	5949
J07BH01	5950
C07AB07	5951
D08AG02	5954
L01CX01	5956
C07AB07	5957
N05AX08	5958
A10BG03	5959
N01AH03	5962
N01AH03	5963
J01DC02	5966
J01FA09	5967
N06AB06	5968
N07CA01	5969
R03DC03	5970
R03DC03	5971
L02BB03	5974
G04BE08	5976
G04BD06	5979
R01AD12	5980
J01FA10	5981
B01AC04	5982
G04CA01	5983
R03AK07	5984
G03DA04	5986
J02AC01	5987
R06AX26	5988
C10AA05	5989
B02BD02	5990
B02BD02	5992
N06AX22	5996
A02BC02	5998
A03FA03	5999
N06AB05	6001
J07AL02	6002
N06AB05	6003
N03AX16	6007
N03AX16	6008
J01DC02	6012
R06AE07	6013
D07CC01	6014
C09DA06	6017
C09DA06	6018
J01CR02	6024
A02BC01	6025
A02BC01	6026
D07AC13	6027
H02AB06	6028
G04CA02	6029
J02AC01	6030
A10BA02	6031
J01FA09	6047
R05CB13	6048
M02AA31	6054
L04AX04	6055
L04AX04	6056
L04AX04	6057
L04AX04	6058
J01MA12	6059
N02BG06	6060
M01AH05	6064
M01AH05	6065
M01AH05	6066
B01AC04	6072
R03AK08	6073
R06AX26	6077
R06AX26	6078
R03CC02	6080
N06DA02	6088
N06DA02	6089
C10AA05	6092
C10AA05	6093
C10AA05	6094
L02BB03	6095
D11AX01	6096
R03AL02	6097
N03AX09	6099
C10AA08	6100
C10AA08	6101
N05AX08	6103
N05AX08	6104
N05AX08	6105
L01FG01	6109
L01FG01	6110
R06AB54	6113
M02AC	6118
M02AC	6119
R03BB01	6120
G04BE08	6121
J01DD08	6122
R03AK06	6123
R03AK06	6124
R03AK06	6125
R03AK06	6126
R03AK06	6127
C10AA05	6130
C10AA05	6131
C10AA05	6132
A10BB09	6133
J01CR05	6138
J01MA12	6143
D11AX01	6144
A02BC02	6149
A02BC02	6150
A02BC02	6151
A02BC02	6152
R03AK07	6157
R03BA02	6158
L01CA05	6161
L01CA05	6162
G04BE08	6163
N03AX16	6164
G01AA51	6169
J01GB06	6180
A02BC05	6181
G01AC05	6182
S01EE03	6187
C10AA05	6188
V06DD	6192
A11JC	6193
N06BX06	6197
L04AA24	6201
A03FA03	6204
L01BA01	6206
L01EA03	6207
B03XA01	6211
A02BC01	6212
G01AX	6213
J01XX08	6215
J01XX08	6216
R03BA02	6217
B01AC04	6218
A10BA02	6219
D03BA	6220
C09CA04	6222
C09CA04	6223
C09DA04	6224
C09DA04	6225
L02BX02	6231
L02BX02	6232
A02BC01	6233
L02BG04	6236
R06AX27	6237
L01EB01	6238
B03AC	6239
D10AF01	6240
N03AX12	6241
N03AX12	6242
R03DC03	6243
M01AE03	6248
R03AC13	6249
J01CR02	6251
M01AE03	6252
A07EC02	6253
J01DH51	6254
A08AB01	6255
N06AB10	6258
A11CC03	6260
C09BA04	6262
A02BC05	6264
A02BC05	6265
B01AC04	6267
A12BA02	6269
A10BA02	6270
N03AX11	6271
N03AX11	6272
J01DB04	6283
G03AA12	6284
A08AB01	6285
A08AB01	6286
J01CR05	6288
G04BC	6290
R03DC03	6293
N05AH03	6294
N05AH03	6295
J06BA02	6299
M01AB55	6300
C10AA07	6301
C10AA07	6302
C10AA07	6303
L03AA02	6304
L03AA02	6305
L04AA27	6306
J01MA02	6307
C07AB07	6308
C07AB07	6309
M01AE01	6310
N03AX12	6311
N03AX12	6312
M01AC06	6313
M01AC06	6314
L02AE02	6318
L02AE02	6319
M01AB05	6320
J01XA01	6322
J01XA01	6323
N03AX12	6324
L01XA03	6325
L01XA03	6326
N03AX12	6327
L03AB07	6335
D10AF01	6336
D10AF05	6337
C07BB12	6338
C07BB12	6339
C09AA05	6340
C10AA07	6342
C10AA07	6343
G04CA04	6344
G04CA04	6345
N02BE01	6347
J01CR02	6351
G04B	6352
A05AX	6353
C10AA05	6354
C10AA05	6355
C10AA05	6356
N06AB10	6358
N03AX11	6359
S01CA01	6360
J01XA01	6361
J01XA01	6362
V07AB01	6364
D02AC	6367
B03XA01	6368
B03XA01	6370
B03XA01	6372
N02AJ13	6374
A08AB01	6375
A04AA01	6380
L01XA03	6383
L01XA03	6384
D01AE15	6385
N07CA01	6387
R06AX27	6388
N06AB04	6389
D10AF01	6390
L01BC06	6393
N02BE01	6394
N02BE01	6395
N02BE01	6396
A02BC04	6398
D10AF05	6400
G04BD09	6401
D11AX01	6402
J01FF01	6404
L01XA02	6405
J01XA01	6406
C08CA01	6407
A02BC01	6408
C10AB04	6409
J01FA09	6410
L01CD02	6411
L01CD02	6412
L01CD02	6413
G01AX	6420
G01AX	6421
J01DC10	6422
N01BB01	6425
L01DB03	6426
P02CA03	6434
A10BB12	6437
A02BC04	6438
A02BC04	6439
C04AX21	6441
B03XA01	6442
J05AH01	6443
J05AR03	6445
J05AR06	6446
J07AJ51	6451
D01AC13	6453
L01XA03	6455
L01XA03	6456
J01CR02	6457
A06AB58	6459
J01XX08	6460
C09DB04	6461
C09DB04	6462
L01CE02	6463
L01CE02	6464
J01DD02	6465
J07AX	6466
J07AX	6467
L03AB07	6468
L01XA02	6469
G03GA30	6470
C08CA01	6471
J01MA17	6473
R03AK13	6474
J01CR05	6475
C09CA03	6477
C09DA03	6478
C09AA05	6480
C09AA05	6481
M02AA13	6483
N02AJ06	6484
N06BA04	6486
N06BA04	6487
N06BA04	6488
N06BA04	6489
A07FA02	6494
L01BC08	6497
J01DD02	6505
J01DD08	6512
J01DH02	6513
C07AB02	6516
B01AC24	6517
B01AE07	6523
N03AX09	6526
N03AX09	6527
N03AX09	6528
J01DC04	6529
J01DC04	6530
L01XA02	6531
V06DX	6532
V06DX	6533
V06DX	6534
N01AX10	6535
N01AX10	6536
N06AB05	6538
B02BD04	6539
J01DH02	6542
B01AC04	6544
L02BG04	6546
M05BA06	6549
C07BB07	6553
G04BE08	6557
G03AD02	6561
L01BB04	6562
L01DB01	6568
N03AX12	6569
N03AX12	6570
A02BC02	6571
C09DA03	6572
C09DA03	6573
C09DA03	6574
A08AB01	6575
C09CA08	6576
C09CA08	6577
C09CA08	6578
A12AX	6581
H01BB03	6583
J07AH08	6584
M01AB05	6586
M01AB05	6587
M01AB05	6588
N06AA04	6589
N06AA04	6590
M01AB05	6591
M01AB05	6592
M01AB05	6593
M01AB05	6594
M03BX01	6595
M03BX01	6596
N03AF01	6597
N03AF01	6598
C01DA02	6599
M01AB05	6600
J01DB01	6602
J01DB01	6603
J01DC04	6604
J01DC04	6605
N06AB05	6606
N06AB05	6607
N06AB05	6608
N03AF01	6615
N06AA04	6616
L01DB03	6618
N03AX12	6620
N03AX12	6621
N03AX12	6622
M03BB53	6623
B01AB12	6624
B01AB12	6625
B01AB12	6626
J06BA02	6631
J06BA02	6632
J07BH01	6634
N03AX12	6635
N02BE01	6636
N02BE01	6637
M01AB05	6638
M03AX01	6645
B01AC04	6649
L01CD01	6650
L01CD01	6651
L01CD01	6652
L01DB03	6653
L01DB03	6654
L01XA01	6655
L01XA01	6656
B03AD03	6657
B03BB01	6658
M05BA03	6661
M01AG01	6663
G03DB08	6664
A02BC03	6668
A02BC03	6669
S01GX08	6674
M03BX02	6675
M03BX02	6676
N03AF02	6677
N03AF02	6678
N03AF02	6679
N03AF02	6680
C08CA05	6681
C08CA05	6682
A01AB09	6687
N03AX12	6689
R06AB54	6691
S01AA26	6692
S01BA01	6694
B05XA	6695
D07AD01	6696
D07AD01	6697
R06AX26	6700
A10BB12	6702
A10BB12	6703
A10BB12	6704
A10BB12	6705
A06AG11	6712
P01AB01	6713
C09AA01	6714
C07BB07	6715
J01DC02	6719
N03AX14	6721
N03AX14	6722
J06BB01	6723
B03AB05	6724
R01AB01	6726
C10AA01	6727
C10AA01	6728
C10AA01	6729
J01DC02	6730
G03DA04	6738
G03DA04	6739
A03AX12	6740
M01AE01	6745
A02BC02	6746
S01CA01	6752
S03AA07	6753
S02AA30	6754
A10BH05	6755
M04AA03	6756
G03CA03	6757
M04AA03	6758
R06AA52	6762
R01AD09	6763
C09CA08	6764
C09CA08	6765
C09CA08	6766
G03DA04	6767
M01AE17	6768
L04AB05	6769
G04BE09	6772
B01AF01	6773
B01AF01	6775
J01DH51	6776
L01CB01	6779
J01CR05	6781
J01CR05	6782
J01DD04	6784
J01DD04	6785
J01DD04	6786
J01DD04	6787
B03XA01	6791
N05AX13	6797
N05AX13	6798
N05AX13	6799
N05AX13	6800
A06AX05	6805
A06AX05	6806
N01AX10	6812
A03A	6814
C09DB06	6817
C09DB06	6818
C09CA06	6822
C09CA06	6823
B03BA05	6824
R01AD08	6825
B05BA02	6830
B05BA01	6831
A11BA	6832
B05BA02	6833
R01AD09	6834
R05DB13	6835
C09BB06	6836
A10BB12	6837
A10BB12	6838
A10BB12	6839
A10BB12	6840
R06AX	6841
J01XX08	6844
C09CA01	6845
C09CA01	6846
C09DA01	6847
C09DA01	6848
C09DA01	6849
N05CD08	6850
J01DD08	6853
C09DA03	6854
C09CA03	6855
N03AX09	6858
B01AB12	6860
B01AB12	6861
C01CX08	6862
L02BA03	6863
J06BB01	6865
B03AB	6867
A01AB09	6868
A11A	6869
D05AX52	6872
N03AX16	6879
N03AX16	6880
A11CC05	6881
A08AB01	6883
N06AB05	6884
N06AB05	6885
N02AJ13	6886
N03AX14	6887
A07EC02	6890
J01DD04	6891
J01DD04	6892
J01DH02	6893
J01DH02	6894
N06AB04	6895
L01XA02	6903
H02AB04	6904
D07AC13	6905
L01CE02	6906
L01CE02	6907
J06BA02	6909
J01DD04	6912
H01BA02	6914
H01BA02	6915
J01MA14	6917
G03XC01	6918
N03AX14	6919
J02AC02	6922
A02BC05	6924
A02BC05	6925
A02BC03	6926
C05CA03	6927
L01EG02	6930
N05AH03	6934
N05AH03	6935
B01AC04	6938
A02BC01	6939
R03DC03	6940
R03DC03	6941
R03DC03	6942
A07BC05	6943
R01AC03	6946
J01FA10	6947
L01EC01	6951
N03AF01	6953
J01AA02	6955
B02BD04	6958
L01BB02	6962
J01FA09	6963
J02AX04	6965
J02AX04	6966
D01AE14	6968
L02BB03	6969
L01BC05	6970
L01BC05	6971
R01AD58	6975
L01EA01	6976
L02BG04	6977
D01AC52	6978
D10AF05	6979
J01XA02	6980
M05BA08	6982
L01CD01	6983
L01CD01	6984
L01CD01	6985
R06AX27	6986
J01CR02	6988
R03DC03	6991
R03DC03	6992
S01BA01	6993
N05CD08	6995
J01DH02	6997
J01CA04	6999
N01BB01	7000
N03AX09	7001
N05C	7003
B01AC06	7004
N03AX11	7010
N03AX11	7011
A02BC01	7012
N05AH03	7014
N05AH03	7015
C10AA05	7017
C10AA05	7018
J01DH51	7020
J01DH02	7021
B03AC	7023
J01CR02	7025
N01BB52	7026
N06AB10	7027
N06AB10	7028
N06AB10	7029
H01AC01	7032
N05AX08	7035
N05AX08	7036
C10AA07	7037
C10AA07	7038
H02AB06	7041
C10AA05	7042
C10AA05	7043
C10AA05	7044
C09CA03	7045
C09CA03	7046
R03DC03	7047
A10BG03	7048
C02CA04	7049
L01BC05	7050
L01BC05	7051
L01DB01	7052
L01DB01	7053
L01XA03	7054
S01AD09	7057
N03AX11	7058
N03AX11	7059
N03AX11	7060
N03AX11	7061
C09CA03	7063
C09CA03	7064
C09CA03	7065
L01BB04	7068
G03DA04	7069
J06BA02	7073
J06BA02	7074
J06BA02	7075
J06BA02	7076
H02AB08	7077
N07XX07	7078
C09DA01	7082
C03DA04	7087
C03DA04	7088
A07FA01	7091
J01MA02	7092
J01MA02	7093
D07AC13	7094
D06AX01	7095
L01CD02	7097
L01CD02	7098
L01CD02	7099
N01BB09	7101
C10AA05	7115
C10AA05	7116
L04AD02	7117
L04AD02	7118
L04AD02	7119
J05AB11	7120
N06DX01	7121
B05DB	7122
J01MA12	7123
B05BA10	7125
B05BA10	7126
B05BA10	7127
B05BA10	7129
B05BA10	7130
B05BA10	7131
B05BA10	7132
J01FA10	7136
J02AC01	7137
R03	7142
L01EB02	7145
L01BC06	7146
H01CB03	7147
H01CB03	7148
H01CB03	7149
L03AB07	7150
M03BB53	7152
S01EA05	7153
D01BA02	7155
D01AE15	7156
J01AA07	7158
H02AB02	7159
A07EA06	7160
M05BA07	7163
C08CA05	7167
J01FA09	7168
C10AA01	7169
C10AA01	7170
C09AA05	7171
C09AA05	7172
C09CA01	7173
C09DA01	7174
M01AH01	7176
C10AA05	7177
G03GA02	7178
G03GA02	7179
N02BE51	7180
G02AD02	7183
C10AB05	7184
V07AB01	7185
N01BB02	7187
J05AB14	7188
A10AB05	7190
B02BD01	7193
M05BA07	7194
J01MA12	7195
J01MA12	7196
A02BC02	7197
J01DH02	7198
C02CA04	7199
J02AC02	7204
J02AC02	7205
B05	7211
B05	7212
J02AC01	7214
J01MA12	7216
D03AX	7220
R06AE09	7221
R06AE09	7222
N06AB10	7223
N06AB10	7224
N06AB10	7225
C09DX	7226
C09DX	7227
N04BA02	7228
A02BC02	7232
J01MA12	7233
V03AE01	7234
G01AF02	7235
L01FE02	7237
L01FE02	7238
A10AE06	7239
J01DC10	7242
C08CA01	7243
C09AA05	7244
M01AH01	7246
J02AC01	7249
J01XA01	7250
V03AE03	7251
V03AE03	7252
G03DA04	7253
R06AX29	7257
C02CA04	7258
G04BE03	7261
A08AB01	7262
D07CC01	7263
D08AC52	7264
V03AE02	7265
L01BB06	7266
L03AX16	7267
L02BG04	7268
N03AX09	7269
N03AX09	7270
C08CA01	7273
C08CA01	7274
L03AX03	7276
L01BC05	7280
L01BC05	7281
B01AC04	7282
J06BB02	7283
J01AA04	7284
R05DA09	7285
J02AC01	7286
J02AC01	7287
P01BA02	7289
A10BD02	7290
G04BX14	7291
G04BX14	7292
L01EA01	7294
L01EA01	7296
J01MA12	7303
R06AX27	7304
M03BX	7305
L02BG04	7306
N02BE01	7307
L01EA01	7308
A11CC05	7309
V03AE02	7310
C09DB01	7311
C09DB01	7314
A15A	7315
G04CA02	7316
L02BG04	7317
J06BA02	7318
G03DA04	7319
A11CC05	7320
D06AX	7321
A03AX13	7322
L04AC05	7323
H03AA01	7327
M01AE01	7328
J01AA12	7329
C08CA01	7330
C08CA01	7331
D01AC03	7332
C09CA04	7333
C09CA04	7337
C09CA04	7338
J05AG01	7339
J05AR03	7340
J05AR01	7341
J05AF01	7342
J05AF05	7343
J05AR12	7344
M01AE51	7345
N03AX16	7346
C08CA01	7347
L04AA10	7348
J05AG03	7349
N03AX14	7350
N05AX08	7352
N05AX08	7353
N05AX08	7354
N05AX08	7355
N05AX08	7356
N05AX08	7357
J01FA10	7358
J01FA10	7359
N06DA02	7360
N06DA02	7361
N05AH03	7362
N05AH03	7363
L01DB01	7365
L01DB01	7366
L01CD01	7367
L01CD01	7368
L01CD01	7369
N06AB06	7371
N03AX14	7372
B03XA02	7373
B03XA02	7374
B03XA02	7375
B03XA02	7376
B03XA02	7377
B03XA02	7378
B03XA02	7379
B03XA02	7381
B03XA02	7383
C10AA07	7384
A11CC05	7385
C09DA04	7386
C09DA04	7387
C09DA04	7388
C09CA04	7389
C09CA04	7390
R05CA03	7393
N05AH03	7394
N05AH03	7395
L01EA01	7396
L01EA01	7397
M03AC09	7400
J01MA12	7401
J01MA12	7402
L04AX02	7404
N01AX10	7405
H02AB04	7406
C09DB02	7408
C09DB02	7409
C09DB02	7410
C09DA08	7411
C09DA08	7412
C09DA08	7413
C09DA08	7414
N02BE51	7415
M01AE51	7417
M05BA08	7419
S01LA05	7420
A12AX	7421
A11CC05	7422
A12AX	7423
H02AB09	7427
A12CX	7428
N05AX08	7429
H05BX01	7430
H05BX01	7431
H05BX01	7432
N02BE01	7434
L04AA06	7435
J01FA10	7436
R06AX27	7437
L02BG06	7440
L01BC05	7443
L01BC05	7444
R03AK13	7445
R03AK11	7446
R03AK11	7447
L01CA02	7452
A03FA03	7455
G03HB01	7465
N03AX18	7469
N03AX18	7470
N03AX18	7471
N03AX18	7472
C09DB05	7479
C09DB05	7481
C09DB05	7482
L01XA03	7483
L01XA03	7484
G04BE03	7485
R03DC03	7486
R03DC03	7487
N06AB05	7488
C10AA05	7490
L01EA01	7491
A11CC05	7492
A12AA04	7493
D10AD01	7494
L01XX05	7495
C10AA07	7496
C10AA07	7497
C10AA07	7498
N01BB58	7500
R07AA	7502
L04AX01	7506
C01AA05	7507
C01AA05	7508
R06AX27	7509
C10BA03	7510
A11CC05	7511
N06AB10	7512
N06AB10	7513
N06BA09	7514
N06BA09	7515
N06BA09	7516
N06BA09	7517
N06BA09	7518
B02BX04	7521
C10AA05	7525
C10AA05	7526
S01BC03	7527
R05CB06	7530
D06AX01	7531
D07CC01	7532
L04AC02	7533
R03BB06	7534
M01AC02	7535
G04BE03	7536
D07AC13	7539
D03AX	7543
A03AX12	7544
C09BA15	7547
A06AD15	7548
L01DC01	7551
A03DB04	7552
L01CE02	7554
S01HA02	7555
D02AF	7558
N06CA02	7559
D06BX01	7560
R06AX27	7562
C10AA05	7569
C08CA01	7570
A02BC05	7571
C07AB02	7573
M05BA07	7576
L01AX04	7579
A02BC06	7582
A02BC06	7583
N05AL05	7585
L01XX44	7586
L01AA09	7587
A11CC05	7589
J01XE01	7591
M01AB05	7594
M01AB05	7595
V03AE07	7596
A11DB	7597
J01CA04	7598
G04BE08	7600
M03BC51	7602
C09CA04	7603
C09DA04	7604
A02BC05	7605
A02BC05	7606
N06AB10	7609
A11CC05	7610
N02BE51	7611
D11AX18	7612
A02BC03	7613
N02BE01	7614
J01XA01	7615
J01DD04	7617
J01DD04	7618
A02BC04	7622
M01AB55	7624
C01DX12	7626
B02BB01	7628
L01FD02	7629
D11AH02	7630
L01EB02	7631
L01EB02	7632
B01AB01	7633
N02BA01	7635
A07FA01	7637
L01XX44	7638
L04AD02	7639
L04AD02	7640
L04AD02	7641
L04AD02	7642
L01BA04	7643
L04AA06	7644
N01BB53	7645
M03AX01	7646
N05AX12	7647
N05AX12	7648
L02BG03	7650
A07DA03	7651
H01CB05	7653
H01CB05	7654
H01CB05	7655
L04AA29	7658
M01AB55	7659
D10AD51	7660
D10AD51	7661
S01AA12	7662
A02BC07	7663
M01AB05	7664
M01AB05	7665
A11DB	7666
M01AC06	7668
J01CA04	7669
L01XA02	7670
L01XA02	7671
C09DA04	7674
C09CA04	7675
C09DA04	7676
J01DD08	7677
A04AA01	7678
A04AA01	7679
N05AH03	7680
G01AF	7681
A01AB03	7685
D07CC02	7687
L02BG06	7688
N05AH02	7689
L02BG04	7694
D11AX16	7697
