code,reg_number
7734,FE096856/12
10082,71319/1
1859,405949/00
11498,76521/1
10330,109618/1
10331,109718/1
10843,118920/1
10842,119020/1
10841,119120/1
10840,119220/1
3426,973729/02
10088,139419/1
9762,83014/1
9763,94914/1
9120,28517/1
1551,20539
10284,162219/1
10285,162319/1
10286,162419/1
8274,61415/1
8275,61315/1
7152,218144/09
6942,96592/12
6941,96593/12
6940,96591/12
10010,187818/1
7907,116014/1
7908,116114/1
3047,261364
6320,195461/04
4028,23638/06
11205,144121/1
8102,186199/13
8101,186198/13
9859,66716/1
11284,24622/1
11288,24522/1
11289,24422/1
11285,24722/1
11286,24322/1
11287,24222/1
7543,96594/12
322,208363/97
8169,54115/1
7265,167200/10
9237,80117/1
9235,79917/1
9236,80017/1
10158,97819/1
10168,98019/1
8542,174615/1
8444,106015/1
9368,131516/1
11541,74023/1
11540,73923/1
5958,218807/09
5040,194102/05
5042,194107/05
10261,160619/1
11731,85823/1
5336,24716/07
4336,79
3414,27099
4466,25653
4467,38691/96
7535,187084/13
8433,112715/1
11894,22421/1
11200,179217/1
6055,218105/09
6056,218106/09
6057,218107/09
6058,218108/09
7342,97482/12
11625,120416/1
11624,21623/1
10431,75920/1
10432,75820/1
10433,75720/1
10434,75620/1
7856,186124/13
7855,186119/13
7982,186125/13
6865,166965/11
11716,140023/1
4029,23859/07
10555,73220/1
10552,73420/1
10553,73520/1
10554,73320/1
7587,186958/14
11804,131123/1
3340,208872/03
11071,93622/1
9746,84716/1
9747,59516/1
8284,117214/1
5234,24915/07
4182,2713/94
4181,2713/94
4184,2713/94
9714,168818/1
4785,2095/94
4784,2095/94
4786,2095/94
3490,195335/04
5915,221730/08
10374,45520/1
8261,186382/13
8262,186383/13
8263,186384/13
8264,186385/13
9008,33917/1
1553,261381/98
1554,78754/98
1555,973916/02
2650,208339
10521,17020/1
2669,236400
9879,17119/1
4070,194144/05
10522,17120/1
4071,194143/05
10523,17220/1
11074,56421/1
11075,56521/1
11076,56621/1
885,38930/96
1557,208328/02
11602,107223/1
11603,107123/1
8950,133716/1
10417,30920/1
8949,133616/1
10416,31020/1
8951,133816/1
10418,31520/1
11305,67822/1
11306,69222/1
10413,140418/1
10411,140518/1
10412,140618/1
9384,42018/1
9383,41818/1
9385,41918/1
9542,179617/1
8928,92416/1
1570,25468
1571,25465
9127,187458/13
11845,161923/1
796,974475/00
5353,24105/06
2973,208576/03
5354,221981/06
6513,222474/08
7101,186264/13
6302,167996/11
6303,167997/11
6301,167998/11
7724,186814/14
11346,FE15223/1
11347,FE15323/1
11348,FE15023/1
11345,FE15123/1
5484,195052/04
5485,195051/04
6634,97957/12
10899,104220/1
11057,111722/1
5950,24974/07
1765,27771
1766,20858
8462,56614/1
7384,167709/10
1204,
7769,186812/14
7768,186813/14
7767,186811/14
1498,973324/01
1503,973325/01
6054,219239/09
8869,158716/1
9839,142018/1
9841,142118/1
3698,135371
9715,168918/1
9532,46218/1
11622,14023/1
11621,13923/1
9659,183417/1
10293,128719/1
5283,221421/08
5284,221422/08
7961,25314/1
3265,261499
10194,115319/1
10314,115619/1
10315,115419/1
10316,115519/1
7294,187474/13
7296,187475/13
9332,105517/1
4354,2438/94
8775,132515/1
10339,172719/1
10682,73720/1
11799,45423/1
3115,27446
8321,8415/1
96,27447
8319,8515/1
8320,8615/1
7846,54714/1
3116,208313/97
3117,236283/98
11008,126021/1
845,26396
870,27958
868,27956
867,27955
869,27957
850,26820
5848,218903/10
5849,218904/10
8854,93816/1
9689,75218/1
9783,113716/1
11532,119623/1
3119,405494/00
3748,208378/02
3749,208379/02
1579,208377/02
5220,24700/07
11643,98923/1
7703,187434/13
9781,160515/1
10105,173817/1
7534,186628/13
7910,31414/1
8227,50715/1
8340,186808/14
3996,24529/07
7835,186179/13
557,974206/00
9182,62917/1
10805,129520/1
10804,129720/1
10803,129620/1
7559,167710/10
6220,24531/07
11125,100122/1
11126,100222/1
5356,194555/04
5357,194556/04
10703,221909/08
10702,221908/08
10706,93020/1
6606,166815/11
6607,96218/11
6608,96217/11
4355,194479/05
5968,218819/09
7371,97369/12
8377,97415/1
11023,38621/1
11024,38721/1
9955,60319/1
9958,39119/1
9957,39019/1
9999,21819/1
9483,115717/1
9484,115817/1
10076,125919/1
10078,125819/1
9997,21619/1
9784,178618/1
9883,187518/1
10130,134519/1
9788,178418/1
9881,187618/1
9560,121517/1
9561,121617/1
9786,178518/1
9782,90718/1
10092,126618/1
9963,123618/1
9961,123718/1
9962,123818/1
9577,84518/1
10556,5920/1
11192,154421/1
2365,973038/01
2366,973040/01
5806,219496/10
5807,219497/10
5808,219498/10
11670,4822/1
11671,91222/1
11672,91322/1
9046,32217/1
9387,140617/1
9734,143518/1
11802,37223/1
11575,100823/1
11576,100723/1
10949,10721/1
10948,10821/1
6344,166832/11
6345,166833/11
9179,53717/1
9180,53817/1
9320,187184/13
9725,123418/1
7322,96384/11
10825,193719/1
10282,23320/1
10281,23220/1
7533,185973/13
3898,194917/05
3900,194916/05
3899,194915/05
7169,97041/12
7170,97040/12
10297,152419/1
10298,172219/1
10125,105519/1
10124,111319/1
4337,22166
7228,187346/13
1058,236700/99
1057,78953/98
8407,158515/1
4082,195275/04
3990,24356/06
4094,24357/06
5761,218154/09
8362,96651/12
4543,24964
3685,974109
6675,166756/11
6676,166762/11
7348,167540/10
9766,78618/1
11632,62023/1
11633,61923/1
10502,114920/1
10501,114820/1
10365,94720/1
10195,143719/1
11112,103421/1
6943,96596/12
9350,163917/1
8075,80614/1
8076,80714/1
6830,167802/11
11803,63421/1
4202,2805/94
4201,2802/94
4203,236963/99
4207,2806/94
4208,2806/94
4209,2806/94
4211,208804/03
4212,2633/94
4215,2633/94
4217,2633/94
4219,2633/94
4221,2633/94
9374,121817/1
9375,137617/1
9380,19516/1
9556,89218/1
9557,89118/1
9709,166618/1
4223,2712/94
4224,2712/94
4225,2712/94
9774,185818/1
9775,186018/1
4206,2794/94
4857,2794/94
4204,2804/94
4205,2804/94
4787,2091/94
4788,2091/94
4789,2091/94
4795,115/95
4796,115/95
4792,2090/94
4793,2090/94
4794,2090/94
11414,141120/1
11415,141020/1
11416,141220/1
1589,973975/02
3077,973486/02
7585,186540/13
11484,140221/1
11485,140121/1
10836,45320/1
10837,45320/1
10073,179219/1
11298,167220/1
5289,23855/07
5672,24935/07
7180,187452/13
11676,31222/1
11849,146723/1
437,17963
441,25161/81
442,25162/81
439,19019
9954,60219/1
9956,60419/1
9959,39219/1
9998,21719/1
9562,126017/1
9563,125917/1
10077,126019/1
10131,134419/1
9585,107017/1
9584,107117/1
9785,185318/1
11853,109323/1
11301,99822/1
11425,154620/1
11424,154720/1
10129,134619/1
9789,185118/1
9882,187718/1
9564,129417/1
9565,129317/1
9787,185218/1
11954,99224/1
7148,96712/12
7149,96711/12
8165,2115/1
6197,222267/08
9409,146317/1
9410,146217/1
9544,161915/1
10132,143419/1
10177,143519/1
11966,110018/1
11967,110118/1
11968,110218/1
11969,110318/1
11769,152418/1
11770,152518/1
11771,152618/1
7544,187083/13
6401,219247/09
11864,131423/1
5233,24914/07
6814,97874/11
1849,974038/02
3682,261368
9300,60417/1
5914,221748/08
4547,17629
8543,174715/1
11067,111421/1
4357,974246/01
8010,97999/12
5630,221734/08
2370,973474/02
7875,31514/1
10524,81820/1
11709,82020/1
4017,24536/07
4018,24535/07
9396,145317/1
9101,104116/1
9100,104016/1
10680,135520/1
10679,135420/1
10678,135320/1
3792,405663/00
3793,405664/00
5860,218712/10
5861,218713/10
4340,194903/05
4339,194904/05
4338,194905/05
4674,974220/01
4675,974219/01
4676,195017/04
7323,167465/10
8788,114116/1
9150,59017/1
5546,222462/08
5547,222461/08
4227,2738/94
4229,2738/94
11650,123923/1
10771,63821/1
11151,8223/1
4231,2742/94
11641,129419/1
10844,117620/1
10325,175319/1
10324,175219/1
10007,13819/1
11331,147222/1
11960,30223/1
10754,
3354,208371/02
5486,194304/05
5487,195316/04
7349,218706/10
8214,96899/12
9553,86218/1
9554,86318/1
9699,179418/1
3161,973955/02
5962,24687/07
5963,24686/07
4628,19219
8659,163315/1
8658,163215/1
4629,19213
4630,19214
4631,22576
4632,2847
3504,974121/01
2771,261486/97
10560,160320/1
10559,160420/1
11944,43322/1
10530,171620/1
10708,62120/1
10709,62220/1
3166,236284/98
7038,96883/12
7037,96884/12
11732,34024/1
10851,124121/1
4551,83/95
4548,83/95
4549,83/95
10485,170917/1
1122,26992
8877,104316/1
1123,26993
8878,104416/1
1062,148400/04
8879,104516/1
1124,26994
8880,104616/1
7502,97977/12
3651,26539
4061,24466/06
10486,137319/1
10487,137519/1
10488,137419/1
1595,973435/01
5984,168047/10
5250,222389/08
4552,24966
11750,104021/1
11749,104121/1
7984,186789/14
6002,218767/09
8680,61116/1
10469,185919/1
10463,186019/1
10464,185819/1
10462,185719/1
6763,97661/11
7063,96571/12
7065,96572/12
8176,86314/1
7117,218707/10
7118,218708/10
7119,218709/10
9329,146115/1
10600,5820/1
11567,78522/1
11566,70222/1
9994,102519/1
11291,25521/1
11290,25421/1
4554,21361
7824,186128/13
8836,117816/1
10626,141720/1
8944,178816/1
6029,222262/08
4677,194148/05
10188,41820/1
7600,186076/13
9831,80619/1
9832,80519/1
1602,405906/00
10380,195019/1
10450,145120/1
11242,2723/1
11207,2823/1
9072,66717/1
3196,38920/97
8031,136515/1
4710,194471/05
10576,8920/1
10577,9020/1
10578,9120/1
10579,9220/1
4718,194919/05
4719,194920/05
4720,194921/05
10564,23018/1
10565,23118/1
5709,219249/09
3203,27881/94
10278,95019/1
10279,95319/1
5120,24992/07
6207,167811/11
10875,27522/1
10876,27622/1
11560,15519/1
7233,166783/11
1779,208379/97
11069,81922/1
1780,208396/97
11068,81822/1
11793,32024/1
9982,20419/1
3247,26167
8901,182416/1
10381,181919/1
11971,27924/1
11181,45521/1
9583,40616/1
10262,22419/1
10263,22319/1
6953,38855/96
7986,96699/12
7985,96698/12
7344,96635/12
5077,24461/06
5078,24460/06
5812,222495/08
8715,124916/1
8714,124816/1
8713,124716/1
9056,168816/1
9055,168716/1
9054,168616/1
9053,168516/1
11608,114122/1
11605,114222/1
11607,114322/1
11606,114422/1
4633,20595
9821,193518/1
10100,161619/1
10591,179518/1
11443,68922/1
11441,69022/1
11442,68822/1
3213,405682/00
3212,405681/00
3530,148386/04
5293,221175/08
10785,94421/1
4362,208688/03
6385,168250/10
4361,208687/03
11044,167018/1
11431,53123/1
9769,130418/1
542,1990/72
8982,15117/1
7283,185940/13
4560,75/95
4562,75/95
4635,2719
4634,2727
7284,186107/13
7158,20565/72
5733,219564/09
11588,92622/1
7404,186067/13
4636,22585
4638,19270
4563,25694
3528,194040/05
7691,218333/09
9917,34619/1
8285,110715/1
8903,89516/1
8904,89616/1
6825,219243/09
11991,92524/1
5625,194557/04
8082,107014/1
9506,22618/1
9507,22518/1
9508,22418/1
8304,71815/1
11309,170118/1
10801,175019/1
7662,96720/12
4565,24968
4566,24969
6955,96705/12
11466,121218/1
11467,121118/1
10456,18220/1
10509,18420/1
10455,18520/1
6272,221873/08
6359,221874/08
5177,24730/07
6271,221872/08
3514,148181/03
11334,146121/1
11919,98122/1
7010,168241/10
7011,168242/10
7330,96881/12
7331,96880/12
11228,113820/1
3895,148348/04
3894,148349/04
5989,218653/10
7116,097486/12
7115,097485/12
8307,76415/1
3712,25200/81
11695,154022/1
8413,134615/1
10011,85019/1
10012,85119/1
6130,221674/08
6131,221675/08
6132,221676/08
8144,35915/1
5492,221726/08
11193,46522/1
5493,221725/08
11194,46622/1
6922,219723/09
10713,11819/1
10714,11719/1
3411,973857/02
3412,973858/02
6755,97853/11
10019,158818/1
10912,115120/1
572,973895/02
9698,35018/1
7918,100314/1
8011,100914/1
8013,102514/1
7951,100614/1
7949,100514/1
7950,100414/1
4639,19810
8095,187096/13
8094,187097/13
11584,106823/1
57,78801
530,973727/02
11738,9017/1
9724,96418/1
3263,208382/02
10366,94620/1
11092,115022/1
11093,114922/1
10212,38220/1
10211,38120/1
9204,99915/1
9550,41718/1
10625,83120/1
11882,77624/1
7239,187328/13
4368,2830/94
4367,2828/94
4369,2829/94
8894,138116/1
8895,138216/1
8896,138316/1
8897,138416/1
7077,96727/12
1618,405685/00
1617,236978/99
5716,219715/09
11482,154021/1
11483,154121/1
5712,218827/09
10829,122620/1
4263,194926/05
4264,194927/05
4265,194925/05
4266,194928/05
5577,221880/08
5576,221672/08
4564,973302
11114,23321/1
8721,167715/1
8722,167815/1
8723,167915/1
10329,90319/1
8975,17617/1
8976,17717/1
11478,119223/1
8130,27015/1
8132,26915/1
8133,26715/1
10883,27122/1
10884,27022/1
10885,26822/1
9167,66217/1
5490,24501/07
11938,22723/1
7678,96719/12
7959,185985/13
8083,9115/1
8084,9215/1
10918,120521/1
10987,121021/1
9930,28319/1
10673,195819/1
10674,195919/1
4242,10066
4243,10066
8510,174915/1
8509,174815/1
10439,38020/1
11761,28324/1
11760,28324/1
4370,208686/03
6835,97986/12
11179,84822/1
11178,84722/1
11420,90118/1
6461,166980/11
6462,166979/11
11239,135621
10824,32621/1
6394,166805/11
6395,166806/11
6396,166807/11
5240,24304/06
4245,4904
10950,53622/1
10497,12320/1
7755,186155/13
9433,70417/1
9445,150817/1
10731,98820/1
11950,124524/1
11951,124424/1
7750,66714/1
8773,106916/1
4640,19217
7989,136714/1
9423,29018/1
9422,28918/1
169,17016
3915,973390/01
8477,133415/1
5567,23852/07
10546,FE17221/1
6575,219469/09
7487,218864/09
7047,218865/09
7486,218577/10
11129,61522/1
8333,122814/1
11658,170020/1
7488,96854/12
9777,105116/1
10408,14620/1
10409,14720/1
10402,14520/1
10407,14820/1
10406,14320/1
10405,14220/1
10404,14120/1
10658,14020/1
10403,13920/1
10143,100519/1
10334,FE132420/1
10333,FE132520/1
9036,150416/1
9037,150516/1
4246,261448/97
9133,186115/13
6269,167506/10
518,27480
1271,405669/00
92,27445
8443,3215/1
117,25530
8616,96015/1
8929,130916/1
5593,218138/09
6739,97029/12
8226,1515/1
7591,222914/14
11792,32524/1
11847,18524/1
11708,13123/1
6757,97528/11
9819,186549/13
11537,56023/1
11538,55923/1
8763,102116/1
9010,41617/1
5291,221439/08
7120,166632/11
11604,26223/1
9069,23617/1
11464,3624
8159,46515/1
11814,41322/1
11815,41222/1
8618,44416/1
8619,44316/1
9217,122617/1
9218,122517/1
7934,101714/1
7935,101814/1
11569,138923/1
7250,96860/12
1630,973939/02
6322,219596/09
5366,222450/08
6726,167462/10
10683,3919/1
9073,166316/1
11168,104122/1
31,261329/97
8947,179716/1
11064,6720/1
11065,6820/1
11063,6620/1
9353,111817/1
4371,405487/00
4372,405488/00
4373,195307/04
4567,59/95
4568,78/95
4641,2725
4721,194309/05
5476,222443/08
4722,194310/05
3838,195480/04
9809,21919/1
11304,72122/1
7237,187460/13
7238,187459/13
9498,76118/1
10819,96420/1
9327,108517/1
9153,54917/1
9152,55017/1
9175,55117/1
9176,54817/1
10593,8720/1
10594,8820/1
11098,115422/1
11097,115822/1
5089,23892/07
8827,87716/1
5248,222234/07
8829,87816/1
5088,23893/07
8828,87616/1
10178,102219/1
5878,23726/06
9608,45018/1
603,26597
9842,189518/1
2332,974033/02
10607,156419/1
4569,22063
9874,8519/1
11988,148023/1
9406,19118/1
11989,132723/1
9873,8919/1
11990,147923/1
7558,187438/13
11970,70524/1
5939,221432/08
5940,221431/08
4374,194478/05
6387,167975/11
5969,219277/09
9674,100418/1
9675,100218/1
9676,100318/1
3980,194494/05
3981,194493/05
9318,108217/1
490,405401/00
11600,41421/1
10525,174819/1
11637,106621/1
11638,106521/1
4048,194316/05
9474,117614/1
9475,117514/1
7343,96605/12
8530,145315/1
11477,1122/1
7320,96864/12
9723,94318/1
10608,156319/1
7536,219299/09
9126,43415/1
11848,6523/1
11043,124421/1
11430,124321/1
11429,124221/1
7469,185984/13
7470,185981/13
7471,185983/13
7472,185982/13
7707,222911/14
7708,28814/1
4513,24284
7890,96583/12
7891,96584/12
7972,96581/12
7889,96582/12
10349,166918/1
10350,166818/1
11338,10322/1
11339,10022/1
11336,10122/1
11337,9922/1
11340,10222/1
7893,186256/13
7894,186257/13
7895,186258/13
7896,186259/13
7892,186255/13
11525,126121/1
11161,127420/1
10757,9620/1
9933,27919/1
9151,49317/1
7057,96748/12
4682,24341/06
10910,103817/1
6664,166810/11
6832,167747/11
9606,42218/1
11818,27224/1
9262,69116/1
7385,186520/13
8656,159515/1
10351,62918/1
10218,93120/1
8695,64516/1
9259,121017/1
9340,143417/1
11176,114121/1
11759,40423/1
11175,114321/1
11174,114421/1
7408,187498/13
7409,187497/13
7410,187496/13
7762,60614/1
7763,60514/1
7764,60214/1
7765,60414/1
7766,60314/1
6689,167644/10
9223,48217/1
11476,FE52523/1
3484,195059/04
3486,148177/03
10200,132019/1
10201,132219/1
11648,138423/1
11649,138523/1
2662,974119/01
9733,186844/1
11497,122019/1
10902,77421/1
11082,106222/1
10984,77321/1
11154,132722/1
11574,140920/1
8531,219467/09
8532,219466/09
11293,157122/1
11294,147116/1
11292,157722/1
9934,28119/1
8610,36015/1
8792,120716/1
8791,120616/1
6576,96412/11
6766,97047/12
6577,96413/11
6764,97048/12
6578,96414/11
6765,97049/12
7411,187439/13
7412,187441/13
7413,187443/13
7414,187442/13
6406,218750/10
11877,130218/1
11878,130318/1
11879,130118/1
10227,34120/1
10832,141920/1
4235,2801/94
4237,2801/94
4238,2801/94
11412,161620/1
11413,161520/1
5725,218035/09
8315,76815/1
6122,222400/08
5697,23647/06
5696,23646/06
579,208325/02
1292,974214/01
7647,186537/13
7648,186538/13
10430,142920/1
9727,169618/1
9728,169718/1
8793,148416/1
7870,88314/1
6773,97004/12
6775,97006/12
5543,221951/09
3110,405937/00
10359,100720/1
10360,100820/1
10361,100920/1
11893,51123/1
8892,178716/1
11510,18923/1
7539,186286/13
9449,30418/1
8674,58616/1
8673,58516/1
11910,104120/1
11911,104020/1
11912,127520/1
9731,139718/1
9337,115317/1
9339,115417/1
9732,160417/1
5194,23729/06
10817,163820/1
3961,194931/05
7960,92314/1
9165,64617/1
9843,16719/1
1194,973487
8850,46316/1
8833,102416/1
6781,97381/12
11565,158423/1
11725,FE11824/1
6782,97388/12
11564,158523/1
544,208805/03
6284,168014/10
8428,16115/1
7938,80114/1
10715,29621/1
10862,7921/1
11471,182317/1
4250,236261/98
4252,236264/98
4251,236263/98
4253,236265/98
7913,99114/1
8502,16215/1
11572,10323/1
11573,10423/1
7586,186625/13
11806,109123/1
7638,186626/13
11807,109223/1
5729,218136/09
5730,218135/09
11824,152020/1
11825,151920/1
11823,152120/1
11826,151820/1
6305,166848/11
10777,102719/1
11601,22522/1
9603,100918/1
10119,3571/1
6258,222246/08
6358,221315/08
6951,096691/12
5252,24932/07
6434,96443/11
9667,34318/1
9668,34218/1
8912,150716/1
7615,47914/1
8774,106816/1
9669,118318/1
10128,197719/1
11789,77822/1
11352,69122/1
11349,67922/1
11350,68722/1
11351,68622/1
1548,195075/04
6014,24710/07
5617,194496/06
4258,195056/04
10096,56319/1
10448,60120/1
2334,974030/02
808,208727/03
2349,973933/02
10071,32619/1
11834,58823/1
11689,141123/1
5944,218570/10
5382,24474/06
11561,81723/1
6222,167545/10
6223,167479/10
6224,167546/10
6225,167547/10
10249,100220/1
10287,100120/1
6721,166966/11
6722,166967/11
7436,187349/13
7136,187476/13
6947,96721/12
6727,97664/11
6728,97662/11
6729,97663/11
8918,171816/1
9116,64417/1
9117,64317/1
1646,27242
5613,218788/09
9279,169315/1
9280,169415/1
8925,57615/1
8478,142115/1
8527,158415/1
8015,38414/1
11421,34519/1
7728,44514/1
11972,156223/1
9271,83017/1
10319,138119/1
11615,80122/1
5207,195123/04
5206,195099/04
3999,195021/04
5614,222472/08
511,208289/03
688,25642
10920,129920/1
11448,43722/1
11447,43522/1
11446,43822/1
9041,21517/1
9040,21417/1
11188,182720/1
11189,182820/1
11190,182820/1
5274,24987/07
11915,81624/1
5335,24988/07
11916,81824/1
6295,219704/09
11913,81924/1
6294,219705/09
11914,81724/1
8634,36116/1
8633,36016/1
8635,36216/1
6934,97459/12
6935,97460/12
9365,171217/1
10029,125619/1
10030,125719/1
6844,166944/11
6460,166945/11
11696,142522/1
11661,42323/1
11324,77922/1
11662,10301/1
11323,78722
11660,134122/1